,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_class,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned
4579,37, Private,110013, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours4
4580,18, Private,350400, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K.,starter_workclass,class2,education4,capital_gain1,capital_loss1,hours2
4581,51, Private,275507, Some-college,10, Divorced, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4582,42, Private,169948, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours9
4583,41, Private,298161, Assoc-voc,11, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K.,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours4
4584,45,Private,120131, HS-grad,9, Never-married,Prof-specialty, Other-relative, White, Male,0,0,25, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours3
4585,32, State-gov,113129, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, >50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
4586,24, Private,201680, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4587,63, Private,158609, 10th,6, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K.,diminishing_workclass,class1,education4,capital_gain1,capital_loss1,hours2
4588,67, Self-emp-inc,22313, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States, >50K.,junior_retired,class1,education6,capital_gain3,capital_loss1,hours4
4589,36, Private,261012, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4590,52, Private,104501, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,Advanced_workclass,class1,education5,capital_gain1,capital_loss1,hours7
4591,32, Private,50178, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4592,38, Private,65624, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4593,33, Private,236481, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, India, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours1
4594,50, Private,213041, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4595,55, Private,105127, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4596,47,Private,127441, Some-college,10, Divorced,Prof-specialty, Unmarried, White, Female,0,0,42, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4597,30, Private,210541, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4598,40, Self-emp-not-inc,163512, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,8, Guatemala, <=50K.,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours1
4599,36, Private,170376, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss5,hours4
4600,50, Private,132465, 1st-4th,2, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K.,Advanced_workclass,class1,education1,capital_gain1,capital_loss1,hours4
4601,45, Private,253827, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4
4602,22, Private,186383, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4603,34, Private,111985, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4604,37, Private,152909, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours7
4605,57, Private,279340, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,0,0,29, United-States, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours3
4606,29, Private,154571, Some-college,10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40,United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4607,31, Private,270889, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4608,32, Private,241731, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4609,45,Private,256649, Bachelors,13, Married-civ-spouse,Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5
4610,31, Private,176711, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4611,29, Private,359155, HS-grad,9, Separated, Transport-moving, Unmarried, White, Female,0,0,30, United-States, <=50K.,junior work_class,class2,education6,capital_gain1,capital_loss1,hours3
4612,30, State-gov,103651, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
4613,43, Self-emp-not-inc,138872, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4614,50, Private,180195, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K.,Advanced_workclass,class1,education10,capital_gain10,capital_loss1,hours5
4615,37, Local-gov,175979, Bachelors,13, Divorced, Prof-specialty, Other-relative, White, Female,0,0,60, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours7
4616,59, Local-gov,53612, Masters,14, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K.,diminishing_workclass,class1,education9,capital_gain1,capital_loss1,hours4
4617,18, Local-gov,28357, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4618,25, Private,460322, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,43, United-States, <=50K.,starter_workclass,class2,education8,capital_gain1,capital_loss1,hours5
4619,36, Private,182954, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Dominican-Republic, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours6
4620,17, Private,242871, 10th,6, Never-married, Sales, Own-child, White, Female,594,0,12, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours2
4621,55, Local-gov,30636, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4622,47, Local-gov,274657, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,3908,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4623,17,Private,179807, 10th,6, Never-married,Prof-specialty, Own-child, White, Female,0,0,16, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours2
4624,18, Private,230215, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
4625,46, Federal-gov,260549, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,80, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours9
4626,31, Private,408208, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K.,junior work_class,class2,education6,capital_gain1,capital_loss1,hours4
4627,61, Private,143837, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4628,28, Private,203784, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,38, Mexico, <=50K.,junior work_class,class1,education1,capital_gain1,capital_loss1,hours4
4629,43, Federal-gov,190020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4
4630,26, Private,666014, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K.,junior work_class,class3,education8,capital_gain1,capital_loss1,hours5
4631,32, Private,50753, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4632,52, Federal-gov,197515, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4633,55, Private,209476, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours4
4634,67, Private,192995, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,6723,0,40, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours4
4635,25, Private,39640, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4636,33, Private,203488, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K.,junior work_class,class1,education8,capital_gain2,capital_loss1,hours5
4637,29, Private,125791, Assoc-acdm,12, Never-married, Exec-managerial, Other-relative, White, Female,0,0,38, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
4638,20, Private,167424, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4639,58,Private,169590, Some-college,10, Married-civ-spouse,Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4640,56,Private,174533, Bachelors,13, Never-married,Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours2
4641,37, Private,474568, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45,United-States, >50K.,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours5
4642,36, Private,414910, 7th-8th,4, Divorced, Sales, Not-in-family, Other, Female,0,0,35, United-States, <=50K.,mid_workclass,class2,education2,capital_gain1,capital_loss1,hours4
4643,21, Self-emp-inc,95997, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours7
4644,26, Private,191797, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours2
4645,81,Private,143732, 1st-4th,2, Widowed,Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K.,sineor_retired,class1,education1,capital_gain1,capital_loss1,hours3
4646,52, Private,65624, Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours4
4647,48, Private,352614, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40,United-States, >50K.,senior_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4648,34, Private,301251, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
4649,47, Private,98524, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours4
4650,37, Private,112512, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, >50K.,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours5
4651,37, Local-gov,170861, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
4652,42, Private,244668, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,8614,0,40, Mexico, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4653,23, Private,148890, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
4654,37, Private,149898, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4655,45, Private,240629, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours4
4656,28, Federal-gov,19522, Some-college,10, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4657,89, Private,152839, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_retired,class1,education8,capital_gain1,capital_loss1,hours4
4658,54, Local-gov,105788, Masters,14, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,37, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours4
4659,23, Private,314823, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours3
4660,20,Private,287681, 5th-6th,3, Never-married,Prof-specialty, Not-in-family, White, Male,0,0,25, Mexico, <=50K.,starter_workclass,class1,education2,capital_gain1,capital_loss1,hours3
4661,50,Private,313445, HS-grad,9, Separated,Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K.,Advanced_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4662,35, Private,289148, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4663,37, Private,166193, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4664,31, Federal-gov,206857, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4665,24, Private,150683, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,42, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours5
4666,52, Private,155759, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4667,18,Private,211459, HS-grad,9, Never-married,Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
4668,35, Private,191103, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4669,51, Private,88856, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss6,hours4
4670,41, Private,193882, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K.,mid_workclass,class1,education6,capital_gain2,capital_loss1,hours7
4671,57, State-gov,222792, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4672,22, Private,190137, HS-grad,9, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4673,37, Private,174308, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
4674,74, Private,172787, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,0,2282,35, United-States, >50K.,sineor_retired,class1,education6,capital_gain1,capital_loss6,hours4
4675,56, Private,146391, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4676,33, Private,179708, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
4677,31, Local-gov,314375, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K.,junior work_class,class2,education6,capital_gain1,capital_loss1,hours3
4678,41, Local-gov,120277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4
4679,26, Private,244906, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
4680,59, Local-gov,251890, 10th,6, Widowed, Other-service, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K.,diminishing_workclass,class1,education4,capital_gain1,capital_loss1,hours3
4681,23, Private,220993, HS-grad,9, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours7
4682,35, Private,309131, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4683,50, State-gov,263200, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K.,Advanced_workclass,class1,education7,capital_gain1,capital_loss1,hours4
4684,52, Self-emp-not-inc,92469, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4685,31, Private,32406, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4686,37, Private,235070, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,35, Haiti, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4687,48, Private,196571, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4688,50, Local-gov,258819, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4689,30, Private,33945, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
4690,24, Private,452640, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4691,57, Self-emp-not-inc,112772, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours7
4692,49, Self-emp-not-inc,34845, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K.,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours5
4693,23, Private,119051, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4
4694,20, Private,197767, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,0,0,36, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4695,52, Local-gov,181578, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40,United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4696,56, Private,329654, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7688,0,50, United-States, >50K.,Advanced_workclass,class2,education8,capital_gain1,capital_loss1,hours5
4697,57, Federal-gov,47534, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours7
4698,20, Private,341294, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4699,43, Private,336042, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K.,senior_workclass,class2,education6,capital_gain1,capital_loss1,hours4
4700,41, Self-emp-inc,56019, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, India, >50K.,mid_workclass,class1,education10,capital_gain10,capital_loss1,hours5
4701,45, Private,86505, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4702,36, Private,274106, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Mexico, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4703,62, Federal-gov,52765, 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K.,diminishing_workclass,class1,education3,capital_gain1,capital_loss1,hours4
4704,19, Self-emp-inc,136848, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,6, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours1
4705,24, Private,298227, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4706,19, Self-emp-not-inc,215493, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
4707,20,Private,197583, HS-grad,9, Married-civ-spouse,Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4708,32, Private,265190, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
4709,44, Self-emp-not-inc,96921, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4710,53, Local-gov,202420, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours4
4711,45, Private,252616, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,36, China, <=50K.,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours4
4712,39, Private,102976, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K.,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours5
4713,55, Private,70439, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours3
4714,30, Private,184290, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours6
4715,39, Federal-gov,72887, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4716,23, Local-gov,237498, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
4717,28, Self-emp-not-inc,228043, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5
4718,42, Private,144056, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours4
4719,35, Private,187711, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4720,39, Private,282489, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours3
4721,29, Private,359155, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,20, United-States, <=50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours2
4722,21, Self-emp-not-inc,87169, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4723,35, Private,251091, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, Puerto-Rico, <=50K.,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours4
4724,42, Private,130126, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
4725,28, Private,163265, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K.,junior work_class,class1,education3,capital_gain1,capital_loss1,hours3
4726,57, Private,250040, 7th-8th,4, Divorced, Prof-specialty, Other-relative, White, Female,0,0,20,United-States, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours2
4727,59,Private,218764, HS-grad,9, Divorced,Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours5
