,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned,education_num_rand,income_class
2755,34, Private,100734, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.61309500648296, <=50K.
2756,24, Private,112009, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.55468305881936, <=50K.
2757,69, Private,144056, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours4,10.0819079812498, >50K.
2758,47, Private,70209, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.91377778291271, <=50K.
2759,19, Private,143816, Some-college,10, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,30, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,10.2669892236782, <=50K.
2760,23,Private,164732, Some-college,10, Never-married,Prof-specialty, Not-in-family, White, Male,0,0,10, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours1,9.90295007065689, <=50K.
2761,30, State-gov,714597, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,45, United-States,junior work_class,class3,education6,capital_gain1,capital_loss1,hours5,10.4042132862292, <=50K.
2762,71, Private,187703, Assoc-voc,11, Widowed, Prof-specialty, Unmarried, White, Female,11678,0,38, United-States,junior_retired,class1,education7,capital_gain2,capital_loss1,hours4,11.3066439657756, >50K.
2763,53, Private,418901, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico,Advanced_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.16563366738668, <=50K.
2764,22, Private,169188, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.05493862524661, <=50K.
2765,47, Private,70554, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.4356670164892, >50K.
2766,28, Private,31801, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States,junior work_class,class1,education8,capital_gain1,capital_loss5,hours5,12.6852349752118, >50K.
2767,25, Self-emp-not-inc,195000, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.4050580472033, <=50K.
2768,38, Private,215392, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,45, United-States,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours5,10.6536090905108, >50K.
2769,33, Private,97723, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.70945377085994, <=50K.
2770,41, Private,121012, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education4,capital_gain1,capital_loss1,hours5,6.56852790306545, <=50K.
2771,19, Private,218956, 12th,8, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours4,7.61907651062016, <=50K.
2772,41, Self-emp-not-inc,171003, 7th-8th,4, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours3,3.96686600744069, <=50K.
2773,20, Self-emp-inc,154782, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,8.84076689395856, <=50K.
2774,27,Private,132372, HS-grad,9, Never-married,Prof-specialty, Unmarried, White, Female,0,0,40,United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.68099782789841, <=50K.
2775,18,Private,151404, 11th,7, Never-married,Prof-specialty, Own-child, White, Female,0,0,15, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours2,7.34790871870228, <=50K.
2776,53, Private,816750, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States,Advanced_workclass,class3,education8,capital_gain1,capital_loss1,hours8,13.1524427548469, >50K.
2777,67, Private,92943, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,21, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3,9.25453191604159, <=50K.
2778,47,Private,104489, 10th,6, Married-civ-spouse,Prof-specialty, Husband, White, Male,0,0,45, United-States,senior_workclass,class1,education4,capital_gain1,capital_loss1,hours5,5.61940066751949, <=50K.
2779,55, Self-emp-not-inc,218456, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Hungary,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours5,13.687130187601, <=50K.
2780,39, Private,301614, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.41396914163966, <=50K.
2781,36, Private,307134, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5,13.3043315632464, <=50K.
2782,37, State-gov,106347, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours7,13.8048691999107, <=50K.
2783,36, Private,127961, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5,13.4548299206062, >50K.
2784,32, Self-emp-inc,206297, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours7,12.9289592596136, <=50K.
2785,20, Private,171156, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.66555114735554, <=50K.
2786,31, Private,104729, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Mexico,junior work_class,class1,education1,capital_gain1,capital_loss1,hours4,2.23753110214515, <=50K.
2787,47, Private,85109, Some-college,10, Never-married, Sales, Not-in-family, White, Male,13550,0,45, United-States,senior_workclass,class1,education6,capital_gain2,capital_loss1,hours5,10.1984527642161, >50K.
2788,25, Private,199143, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.6156935253417, <=50K.
2789,24, Private,110371, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.87149602766915, <=50K.
2790,33, Private,250782, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.3476619762977, <=50K.
2791,45, Private,281574, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,6849,0,43, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.65779266852157, <=50K.
2792,28, Private,147889, 10th,6, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40, United-States,junior work_class,class1,education4,capital_gain1,capital_loss1,hours4,5.52029836932358, <=50K.
2793,36, Private,298753, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours7,9.52009680605832, <=50K.
2794,55, Private,248841, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.84107221097854, >50K.
2795,51, Self-emp-inc,274948, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours7,10.2497875446847, <=50K.
2796,22, Private,41763, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.59428993060381, <=50K.
2797,27,Private,176683, Some-college,10, Never-married,Prof-specialty, Own-child, White, Male,0,1719,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss5,hours4,10.101932970568, <=50K.
2798,37, Private,385251, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.48670240184532, >50K.
2799,23, Private,145964, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.51083325546781, <=50K.
2800,61, Private,33460, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.53382150920515, <=50K.
2801,46, State-gov,121586, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.0773153162185, <=50K.
2802,35, Federal-gov,112008, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.4209923241171, <=50K.
2803,24, Private,163053, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.55613804235267, <=50K.
2804,21,Private,34446, Some-college,10, Never-married,Prof-specialty, Own-child, White, Female,0,0,35, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.2575483801231, <=50K.
2805,33, Self-emp-not-inc,147201, Bachelors,13, Separated, Prof-specialty, Own-child, Black, Male,0,0,35, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4,13.186259195343, <=50K.
2806,60, Private,491214, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,30, United-States,diminishing_workclass,class2,education6,capital_gain1,capital_loss1,hours3,9.36168658483796, <=50K.
2807,36, Private,102729, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.69963367189041, >50K.
2808,37,Private,70282, HS-grad,9, Never-married,Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.76238855787494, <=50K.
2809,48, Self-emp-inc,216214, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.6229594599356, >50K.
2810,43, Private,212206, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.92308179496791, <=50K.
2811,53, Local-gov,235567, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.55983996415674, <=50K.
2812,31, Private,356410, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States,junior work_class,class2,education7,capital_gain10,capital_loss1,hours4,11.0086858242557, >50K.
2813,26, Private,223558, HS-grad,9, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.70857975093056, <=50K.
2814,63, Federal-gov,160473, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.91854857900657, <=50K.
2815,51, Private,150999, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.82647696855648, >50K.
2816,41, Private,230961, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.95277700525435, <=50K.
2817,71, Private,169114, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Male,0,1429,40, United-States,junior_retired,class1,education6,capital_gain1,capital_loss4,hours4,10.0271333070121, <=50K.
2818,39, Private,301070, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours8,12.7291453726148, >50K.
2819,23, Private,163687, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.74720751074261, <=50K.
2820,35, Private,180419, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.13395706642537, <=50K.
2821,18, Private,114828, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,4, United-States,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours1,8.06289122418725, <=50K.
2822,44, Private,208606, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.55855286877634, >50K.
2823,19, Private,165977, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,10.0625096123761, <=50K.
2824,28, Private,110408, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.41789149021925, <=50K.
2825,41, Private,266047, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.7040166849633, >50K.
2826,52, Private,176124, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.99694812592995, >50K.
2827,27, Private,144063, 10th,6, Never-married, Craft-repair, Unmarried, White, Male,0,0,75, United-States,junior work_class,class1,education4,capital_gain1,capital_loss1,hours8,6.27109627340106, <=50K.
2828,29, Self-emp-inc,446724, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,junior work_class,class2,education8,capital_gain1,capital_loss1,hours4,12.8620459721491, <=50K.
2829,59, Private,357118, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,diminishing_workclass,class2,education8,capital_gain1,capital_loss1,hours4,13.282595272217, <=50K.
2830,47, Self-emp-not-inc,102388, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours7,8.78799378393672, <=50K.
2831,27, Private,191515, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours5,13.894229960556, <=50K.
2832,31, Private,94413, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,3325,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.69609810483263, <=50K.
2833,42, Federal-gov,32627, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.76812500917663, >50K.
2834,37, Private,218249, 11th,7, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,mid_workclass,class1,education4,capital_gain1,capital_loss1,hours4,7.01623888340347, <=50K.
2835,38, Private,308798, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.72633547569776, <=50K.
2836,24, Private,199005, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.10190678766081, <=50K.
2837,29, State-gov,108432, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours4,13.921259546942, <=50K.
2838,47, Self-emp-not-inc,149218, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.49391030291844, <=50K.
2839,26, Private,552529, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,junior work_class,class2,education6,capital_gain1,capital_loss1,hours4,9.41433193295481, <=50K.
2840,43, Private,222596, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,10.3407472357161, >50K.
2841,31, Private,168961, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.25824070883574, <=50K.
2842,37, Private,206951, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.53965441720264, <=50K.
2843,41, Private,386236, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Mexico,mid_workclass,class2,education2,capital_gain1,capital_loss1,hours3,3.42065454182846, <=50K.
2844,20, Private,196388, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,10.0642262317817, <=50K.
2845,32, Private,162675, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Cuba,junior work_class,class1,education7,capital_gain1,capital_loss1,hours4,10.6422302357101, <=50K.
2846,38, Private,187847, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.10910409942925, <=50K.
2847,39, Private,186934, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.45788989250458, <=50K.
2848,75,Private,27663, 7th-8th,4, Separated,Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,sineor_retired,class1,education2,capital_gain1,capital_loss1,hours5,3.56632071795254, <=50K.
2849,27, Private,180271, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5,8.80823397068193, <=50K.
2850,35, Private,215503, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Canada,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.2429162537641, <=50K.
2851,40, Private,110862, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5,12.8720677703672, >50K.
2852,28, Private,197905, Some-college,10, Widowed, Craft-repair, Own-child, White, Male,0,0,60, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7,9.73049909259628, <=50K.
2853,25, Private,355124, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,2001,40, Mexico,starter_workclass,class2,education6,capital_gain1,capital_loss5,hours4,9.30794396017831, <=50K.
2854,29, Self-emp-not-inc,109621, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.59464139788923, <=50K.
2855,50, Private,194995, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,Advanced_workclass,class1,education7,capital_gain1,capital_loss1,hours4,11.2789890502481, <=50K.
2856,42, Private,137136, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,55, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours6,9.31659315465511, <=50K.
2857,47, Private,67229, 11th,7, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States,senior_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.88760377277807, <=50K.
2858,44, Private,197033, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.35840097455893, <=50K.
2859,27, Local-gov,187746, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,3325,0,25, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours3,13.2543798938089, <=50K.
2860,40, Private,98211, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.67577797302183, >50K.
2861,25, Private,54298, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,8.95241703292607, <=50K.
2862,48, Self-emp-not-inc,49275, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1485,50, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss4,hours5,9.6034610515091, <=50K.
2863,22, Private,237386, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,starter_workclass,class1,education7,capital_gain1,capital_loss1,hours5,11.3178465200271, <=50K.
2864,40, Private,67243, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.4780837738378, <=50K.
2865,46, Private,168191, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,2, Italy,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours1,9.03491918981227, <=50K.
2866,25, Private,132327, Some-college,10, Separated, Adm-clerical, Other-relative, Other, Female,0,0,40, Ecuador,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.95267400263098, <=50K.
2867,17, Private,175109, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours3,7.29777137027877, <=50K.
2868,61, State-gov,224638, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.67460994399637, <=50K.
2869,23, Private,128487, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours2,13.4586712317501, <=50K.
2870,30, Private,179747, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5,9.33022414155335, >50K.
2871,46, Private,195416, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,44, United-States,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5,13.0800628032952, >50K.
2872,37, Private,176949, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours5,3.67540339462874, <=50K.
2873,31, Private,114691, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5,13.3476078346626, <=50K.
2874,27, State-gov,122540, Some-college,10, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.0006820281599, <=50K.
2875,36, Private,93461, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.02004145586248, <=50K.
2876,45, Private,54098, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.87689513772794, >50K.
2877,22, Private,333838, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.73573768357611, <=50K.
2878,34, Private,174789, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.51247026573443, >50K.
2879,70, Private,227515, 10th,6, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Greece,junior_retired,class1,education4,capital_gain1,capital_loss1,hours4,5.79292891696128, <=50K.
2880,45, Federal-gov,391585, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,50, United-States,senior_workclass,class2,education8,capital_gain1,capital_loss1,hours5,13.0956092971984, >50K.
2881,23, Private,83315, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours1,5.99171060985423, <=50K.
2882,22, Private,213310, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.68259362256899, <=50K.
2883,47, Private,127303, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.3752095185985, <=50K.
2884,29, Private,255476, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,35, Mexico,junior work_class,class1,education2,capital_gain1,capital_loss1,hours4,3.25212594254167, <=50K.
2885,40, Private,320451, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40,United-States,mid_workclass,class2,education8,capital_gain1,capital_loss1,hours4,12.7975011850931, >50K.
2886,33, Private,454717, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,junior work_class,class2,education6,capital_gain1,capital_loss1,hours4,10.0741906551754, <=50K.
2887,23, Private,374474, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.70676638883495, <=50K.
2888,19, Private,78401, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.5913992930101, <=50K.
2889,58, Private,168887, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.03386977854532, >50K.
2890,55, Private,254711, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours2,13.3460612752077, >50K.
2891,23, Private,196678, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.95242080063366, <=50K.
2892,53, Private,217201, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.84313574033311, >50K.
2893,24, Private,160398, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours3,7.64595756152546, <=50K.
